job_description,sentiment,transformed_text
Agile Technical Project Analyst (SME II) Athena Consulting Group United States Unknown,neutral,agil technic project analyst sme ii athena consult group unit state unknown
"Quantitative Risk Analytics Senior - SAS/SQL (Hybrid - 3 Days in Office) Freddie Mac McLean, VA Senior",negative,quantit risk analyt senior hybrid 3 day offic freddi mac mclean va senior
"Data Management and Analytics Lead Pyramid Systems, Inc. Washington, DC Unknown",neutral,data manag analyt lead pyramid system washington dc unknown
"Lead Consultant – Data & Analytics Solutions Corporate Technologies, Inc. Boston, MA Unknown",neutral,lead consult data analyt solut corpor technolog boston unknown
"Data Analyst – Business Intelligence & Reporting Specialist (Power BI & Tableau) Olmstead Associates Boston, MA Unknown",neutral,data analyst busi intellig report specialist power bi tableau olmstead associ boston unknown
Senior Veeva System Administrator / Business Analyst BeiGene Remote Senior,neutral,senior veeva system administr busi analyst beigen remot senior
"Business Analyst (Healthcare experience) Techsara solutions Jersey City, NJ Unknown",negative,busi analyst healthcar experi techsara solut jersey citi nj unknown
"Senior Business Analyst - (Lead / Commercial Lending Systems & Process) BMO US San Ramon, CA Senior",positive,senior busi analyst lead commerci lend system process bmo us san ramon ca senior
"W2 role AEM Business Analyst- - New York RSHARMA New York, NY Unknown",negative,w2 role aem busi new york rsharma new york ny unknown
"Senior Capital Recovery Financial Analyst PG&E Corporation Oakland, CA Senior",positive,senior capit recoveri financi analyst pg e corpor oakland ca senior
"Senior HR Business Analyst (Federal Experience) MARTON TECHNOLOGIES, INC. Remote Senior",neutral,senior hr busi analyst feder experi marton technolog remot senior
"Data Reporting and Analytics Consultant IV / SAS Programmer, Epidemiologic Research Kaiser Permanente Pasadena, CA Unknown",negative,data report analyt consult iv sa programm epidemiolog research kaiser permanent pasadena ca unknown
"Business Analyst -- Data Analytics TD Witz Associates New York, NY Unknown",negative,busi analyst data analyt td witz associ new york ny unknown
"Health IT Senior Business Analyst – Limited Term (Open) County of San Mateo San Mateo, CA Senior",negative,health senior busi analyst limit term open counti san mateo san mateo ca senior
"Senior Business Analyst E.O. Health & Human Services Quincy, MA Senior",neutral,senior busi analyst health human servic quinci senior
"Underwriting & Claims Data Analytics Lead (Chicago) Vouch Insurance Chicago, IL Unknown",positive,underwrit claim data analyt lead chicago vouch insur chicago il unknown
Senior Business Intelligence Analyst RockWallet Remote Senior,positive,senior busi intellig analyst rockwallet remot senior
"IT ARCHITECT – BUSINESS ANALYSIS City of Houston, TX Houston, TX Unknown",negative,architect busi analysi citi houston tx houston tx unknown
"SeRA Business Analyst Stanford University Redwood City, CA Unknown",negative,sera busi analyst stanford univers redwood citi ca unknown
Business Analyst Integration Developer Network LLC Remote Unknown,negative,busi analyst integr develop network llc remot unknown
"Business Analyst Siddhi Solutions Spring, TX Unknown",negative,busi analyst siddhi solut spring tx unknown
"Technology Enabled Analyst Booz Allen Hamilton Macdill AFB, FL Unknown",negative,technolog enabl analyst booz allen hamilton macdil afb fl unknown
"Business Analyst Stanford Technology Partners Englewood Cliffs, NJ Unknown",negative,busi analyst stanford technolog partner englewood cliff nj unknown
"Sales Operations - Sales Operations Analyst - Data & Business Intelligence Associate [c] Data & Business Intelligence Associate [c] eTeam Inc. San Francisco, CA Unknown",positive,sale oper sale oper analyst data busi intellig associ c data busi intellig associ c eteam san francisco ca unknown
"Business Analyst (PSA) Collectors Santa Ana, CA Unknown",negative,busi analyst psa collector santa ana ca unknown
"Business Analyst VB TECH INC Albany, NY Unknown",negative,busi analyst vb tech inc albani ny unknown
"Data Specialist eTeam Inc. Greeley, CO Unknown",negative,data specialist eteam greeley co unknown
"FinTech Analyst II StubHub New York, NY Unknown",negative,fintech analyst ii stubhub new york ny unknown
"Business Analyst Cloud and Things Inc Albany, NY Unknown",negative,busi analyst cloud thing inc albani ny unknown
Business Analyst Supervisor Sourcewell Remote Unknown,negative,busi analyst supervisor sourcewel remot unknown
"Interagency Agreements Business Analyst Booz Allen Hamilton Washington, DC Unknown",negative,interag agreement busi analyst booz allen hamilton washington dc unknown
"Data Supervising Analyst Judicial Council of California San Francisco, CA Unknown",negative,data supervis analyst judici council california san francisco ca unknown
Business Analyst InnovIT USA United States Unknown,negative,busi analyst innovit usa unit state unknown
Business Analyst Softon Digital United States Unknown,negative,busi analyst softon digit unit state unknown
"Business Analyst Information Resources, Inc Chicago, IL Unknown",negative,busi analyst inform resourc inc chicago il unknown
Senior Business Analyst - IT BECU Washington State Senior,neutral,senior busi analyst becu washington state senior
"Senior-Tech Business Analysis DIRECTV El Segundo, CA Senior",neutral,busi analysi directv el segundo ca senior
Business Analyst CareMetx Remote Unknown,negative,busi analyst caremetx remot unknown
"Data Analyst RIS Cyber Cloud Technologies, LLC United States Unknown",negative,data analyst ri cyber cloud technolog llc unit state unknown
"Data Analyst (Full Scope Poly) Seamless Migration LLC McLean, VA Unknown",neutral,data analyst full scope poli seamless migrat llc mclean va unknown
"Business Info Developer Consultant – SAS / SQL Elevance Health New York, NY Unknown",negative,busi info develop consult sa sql elev health new york ny unknown
"Capital Senior Analyst - Minneapolis or Charlotte U.S. Bank National Association Minneapolis, MN Senior",neutral,capit senior analyst minneapoli charlott bank nation associ minneapoli mn senior
"HR Business Architect - SAP SuccessFactors SAP Naperville, IL Unknown",negative,hr busi architect sap successfactor sap napervil il unknown
"Deloitte Consulting, Government & Public Services - Business Analyst Deloitte Arlington, VA Unknown",negative,deloitt consult govern public servic busi analyst deloitt arlington va unknown
"Senior Data Analyst - Business Research, Global Network Expansion Northeastern University Boston, MA Senior",neutral,senior data analyst busi research global network expans northeastern univers boston senior
"Senior Data Analyst, Reimbursement (Hybrid, Remote, or Onsite Options) Guardant Health Palo Alto, CA Senior",neutral,senior data analyst reimburs hybrid remot onsit option guardant health palo alto ca senior
"Data Scientist/Intelligence Analyst Oculus Analytics McLean, VA Unknown",negative,data analyst oculu analyt mclean va unknown
"Business Data Analyst, AbbVie Endocrinology (Abbott Park, hybrid) ABBVIE Crystal Lake, IL Unknown",negative,busi data analyst abbvi endocrinolog abbott park hybrid abbvi crystal lake il unknown
"Senior Business Analyst Unisys Richmond, VA Senior",neutral,senior busi analyst unisi richmond va senior
"Sr. Data Analyst Prodege LLC Mendota Heights, Dakota, MN Unknown",negative,data analyst prodeg llc mendota height dakota mn unknown
"Senior Tableau Consultant/Developer Technology Ventures McLean, VA Senior",neutral,senior tableau technolog ventur mclean va senior
"Senior Strategic Data Analyst Systems Planning and Analysis, Inc. Lorton, VA Senior",neutral,senior strateg data analyst system plan analysi lorton va senior
"Senior Business Analyst NVIDIA Santa Clara, CA Senior",neutral,senior busi analyst nvidia santa clara ca senior
"Lead Business Analyst Amyx, Inc. United States Unknown",neutral,lead busi analyst amyx unit state unknown
"Senior Oracle HCM BI Analyst Stanford University Redwood City, CA Senior",neutral,senior oracl hcm bi analyst stanford univers redwood citi ca senior
"QA Data Analyst Edvenswa Tech Pvt Ltd Atlanta, GA Unknown",negative,qa data analyst edvenswa tech pvt ltd atlanta ga unknown
Senior Business Analyst Sapiens Remote Senior,neutral,senior busi analyst sapien remot senior
"Software Architect / IT Analyst VASS Herndon, VA Unknown",negative,softwar architect analyst vass herndon va unknown
"Sr. IT Business Analyst Compvue San Francisco, CA Unknown",negative,busi analyst compvu san francisco ca unknown
"Sr. Business Systems Analyst II Casey Family Programs Seattle, WA Unknown",negative,busi system analyst ii casey famili program seattl wa unknown
"Senior Business Intelligence Analyst System1 Los Angeles, CA Senior",positive,senior busi intellig analyst system1 lo angel ca senior
Analytics - Sr Member Research Analyst Nuvision Federal Credit Union California Unknown,negative,analyt sr member research analyst nuvis feder credit union california unknown
Salesforce Senior Business Analyst Soliant Consulting Remote Senior,neutral,salesforc senior busi analyst soliant consult remot senior
Conga Configuration and Data Modeling Analyst Hitachi Vantara Corporation Remote Unknown,negative,conga configur data model analyst hitachi vantara corpor remot unknown
"Senior Data Analyst Envoy San Francisco, CA Senior",neutral,senior data analyst envoy san francisco ca senior
"Business Analyst Consultant - 2198562 - Minnetonka, MN UnitedHealth Group Minnetonka, MN Unknown",negative,busi analyst consult 2198562 minnetonka mn unitedhealth group minnetonka mn unknown
"Sr Data Analyst Disney Music Group Burbank, CA Unknown",negative,sr data analyst disney music group burbank ca unknown
"Senior Business Analyst AllianceBernstein Nashville, TN Senior",neutral,senior busi analyst alliancebernstein nashvil tn senior
Sr. Data Analyst Star Seven Six Remote Unknown,negative,data analyst star seven six remot unknown
"HC Data Analyst , Senior Illuminate Mission Solutions Bethesda, MD Senior",positive,hc data analyst senior illumin mission solut bethesda md senior
"Sr. Business Analyst EVERITE SOLUTIONS Alpharetta, GA Unknown",negative,busi analyst everit solut alpharetta ga unknown
"Senior Business Analyst Colsh Consultants Newark, NJ Senior",neutral,senior busi analyst colsh consult newark nj senior
"Senior Data Analyst Northwestern Mutual Milwaukee, WI Senior",neutral,senior data analyst northwestern mutual milwauke wi senior
"Power BI Developer / Administrator InquisIT Washington, DC Unknown",negative,power bi develop administr inquisit washington dc unknown
"Sr. Business Analyst GSK Solutions Inc Lansing, MI Unknown",negative,busi analyst gsk solut inc lans mi unknown
"Senior Power BI Consultant Reply Atlanta, KS Senior",neutral,senior power bi consult repli atlanta ks senior
Senior Data Analyst Hybrid Pathways Remote Senior,neutral,senior data analyst hybrid pathway remot senior
"Senior BI Analyst Mativ Alpharetta, GA Senior",neutral,senior bi analyst mativ alpharetta ga senior
HRIS Workday Analyst Greenberg Traurig Remote Unknown,negative,hri workday analyst greenberg traurig remot unknown
Lead Business Analyst Oran Inc Remote Unknown,neutral,lead busi analyst oran inc remot unknown
"Business Analyst III Technology Ventures Reston, VA Unknown",negative,busi analyst iii technolog ventur reston va unknown
